FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS,LEVEL-1-ID,P14A04,COINCIDENCIA
2023-09-28,3035.0,11.0,6.0,13300.0,22.0,14.0,1.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,,,,
2023-09-28,3135.0,3.0,12.0,6244.0,164.0,102.0,7.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,,,,
2023-09-28,3147.0,19.0,10.0,23437.0,144.0,92.0,8.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,,,,
2023-09-28,3006.0,1.0,20.0,1579.0,31.0,29.0,2.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,,,,
2023-09-28,3126.0,14.0,6.0,17693.0,112.0,60.0,6.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,,,,
2023-09-28,3023.0,4.0,1.0,6391.0,196.0,156.0,9.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,,,,
2023-09-28,3079.0,8.0,1.0,10120.0,124.0,80.0,2.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,,,,
2023-09-28,3033.0,13.0,2.0,15733.0,31.0,21.0,2.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,,,,
2023-09-28,3084.0,14.0,1.0,17324.0,191.0,139.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,,,,
2023-09-28,3146.0,22.0,1.0,24798.0,130.0,110.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,,,,
2023-09-28,3146.0,22.0,1.0,24798.0,130.0,110.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,,,,
2023-09-28,3107.0,5.0,7.0,8119.0,155.0,104.0,10.0,0.0,2,B,3,"Si la respuesta fue 2, y las  pregunta 03B, 03C, 03D, 03E, 03F, 03G no tienen informacion",02B00301,,,,
2023-09-28,3107.0,5.0,7.0,8119.0,155.0,104.0,10.0,0.0,2,B,4,"Si la respueta fue 2, la siguientes variables no tienen informacion",02B00402,,,,
2023-09-28,3035.0,11.0,6.0,13300.0,177.0,105.0,3.0,0.0,2,B,5,Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion,02B00501,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,55.0,40.0,3.0,0.0,2,B,5,Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion,02B00501,,,,
2023-09-28,3035.0,11.0,6.0,13300.0,22.0,14.0,1.0,0.0,2,B,5,Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion,02B00501,,,,
2023-09-28,3017.0,6.0,2.0,8734.0,206.0,166.0,1.0,3.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,,,,
2023-09-28,3051.0,20.0,9.0,24074.0,124.0,72.0,10.0,7.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,,,,
2023-09-28,3089.0,11.0,6.0,13300.0,88.0,53.0,4.0,2.0,5,D,1,Verificacion cuando la persona si se enfermo,05D00102,,,,
2023-09-28,3005.0,6.0,8.0,8969.0,5.0,3.0,1.0,2.0,5,D,1,Verificacion cuando la persona si se enfermo,05D00102,,,,
2023-09-28,3032.0,1.0,27.0,2269.0,89.0,88.0,5.0,4.0,5,D,1,Verificacion cuando la persona si se enfermo,05D00102,,,,
2023-09-28,3023.0,4.0,1.0,6391.0,196.0,156.0,9.0,1.0,5,D,1,Verificacion cuando la persona si se enfermo,05D00102,,,,
2023-09-28,3053.0,16.0,1.0,19580.0,56.0,50.0,5.0,4.0,5,D,1,Verificacion cuando la persona si se enfermo,05D00102,,,,
2023-09-28,3032.0,1.0,27.0,2269.0,89.0,88.0,5.0,4.0,5,D,1,Verificacion cuando la persona si se enfermo y no contesto si se ausento algun dia ,05D00103,,,,
2023-09-28,3089.0,11.0,6.0,13300.0,88.0,53.0,4.0,2.0,5,D,2,si fue al medico no debe responder si falto a su trabajo ,05D00201,,,,
2023-09-28,3023.0,4.0,1.0,6391.0,196.0,156.0,9.0,1.0,5,D,2,si fue al medico no debe responder si falto a su trabajo ,05D00201,,,,
2023-09-28,3023.0,4.0,1.0,6391.0,196.0,156.0,9.0,2.0,5,D,2,si fue al medico no debe responder si falto a su trabajo ,05D00201,,,,
2023-09-28,3158.0,8.0,1.0,10120.0,5.0,3.0,9.0,1.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3082.0,15.0,1.0,18902.0,18.0,16.0,2.0,10.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3002.0,4.0,1.0,6444.0,128.0,101.0,5.0,2.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3005.0,6.0,8.0,8969.0,5.0,3.0,1.0,2.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3017.0,6.0,2.0,8734.0,109.0,96.0,1.0,1.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3132.0,2.0,5.0,5685.0,67.0,54.0,4.0,3.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3046.0,6.0,11.0,9160.0,154.0,116.0,7.0,2.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3020.0,2.0,7.0,5717.0,65.0,46.0,5.0,7.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3053.0,16.0,1.0,19580.0,56.0,50.0,5.0,4.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,5.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,7.0,5,D,2,Verificar si no fue al medico que no indique las otras preguntas del capitulo,05D00203,,,,
2023-09-28,3017.0,6.0,2.0,8734.0,109.0,96.0,1.0,1.0,5,D,3,verificar que si falto indique cuantos dias falto ,05D00301,,,,
2023-09-28,3023.0,4.0,1.0,6391.0,196.0,156.0,9.0,2.0,5,D,3,verificar que si falto indique cuantos dias falto ,05D00301,,,,
2023-09-28,3158.0,8.0,1.0,10120.0,5.0,3.0,9.0,1.0,5,D,3,verificar que el numero de dias que falto es mayor a 0,05D00302,,,,
2023-09-28,3082.0,15.0,1.0,18902.0,18.0,16.0,2.0,10.0,5,D,3,verificar que si no falto por enfermedad que indique cuantas veces fue al medico ,05D00304,,,,
2023-09-28,3020.0,2.0,7.0,5717.0,65.0,46.0,5.0,7.0,5,D,3,verificar que si no falto por enfermedad que indique cuantas veces fue al medico ,05D00304,,,,
2023-09-28,3002.0,4.0,1.0,6444.0,128.0,101.0,5.0,2.0,5,D,4,verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ,05D00401,,,,
2023-09-28,3046.0,6.0,11.0,9160.0,154.0,116.0,7.0,2.0,5,D,4,verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ,05D00401,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,5.0,5,D,4,verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ,05D00401,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,7.0,5,D,4,verificar que si elige las 5 primeras opciones debe indicar cuantas veces asistio ,05D00401,,,,
2023-09-28,3031.0,10.0,14.0,12803.0,45.0,35.0,1.0,2.0,5,D,4,verificar que si elige las 5 primeras opciones debe indicar donde lo atendieron y saltar las preguntas anteriores ,05D00402,,,,
2023-09-28,3002.0,4.0,1.0,6444.0,128.0,101.0,5.0,2.0,5,D,4,verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron,05D00403,,,,
2023-09-28,3046.0,6.0,11.0,9160.0,154.0,116.0,7.0,2.0,5,D,4,verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron,05D00403,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,5.0,5,D,4,verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron,05D00403,,,,
2023-09-28,3049.0,15.0,1.0,18902.0,65.0,56.0,5.0,7.0,5,D,4,verificar que si elige las 5 primeras opciones debe llevar datos en donde lo antendieron,05D00403,,,,
2023-09-28,3031.0,10.0,14.0,12803.0,45.0,35.0,1.0,2.0,5,D,6,Verificar si gasto o no y pasar a ultima pregunta del capitulo ,05D00603,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,108.0,79.0,5.0,2.0,6,A,2,"el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).",06A00206,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,5.0,2.0,1.0,3.0,6,A,2,"el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).",06A00206,,,,
2023-09-28,3114.0,11.0,7.0,13375.0,157.0,116.0,9.0,8.0,6,A,2,"el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).",06A00206,,,,
2023-09-28,3053.0,16.0,1.0,19580.0,56.0,50.0,5.0,4.0,6,A,2,"el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).",06A00206,,,,
2023-09-28,3061.0,16.0,1.0,19580.0,92.0,86.0,8.0,3.0,6,A,2,"el encuestado informó que inscribió al estudiante en una institución pública, otra institución de gobierno central o comunitaria (P06A02 = 1, 2, 5) pero indicó que pagó por la inscripción o matrícula (P06A03A = 1).",06A00206,,,,
2023-09-28,3001.0,4.0,7.0,6966.0,84.0,56.0,4.0,4.0,6,B,1,"Verifique sección B pregunta 1. Variable ""Edad"" menor a 7 ",06B00101,,,,
2023-09-28,3145.0,21.0,2.0,24468.0,106.0,89.0,6.0,1.0,6,B,3,Verifique sección B pregunta 3. Reportó que nunca se ha inscrito en primaria y reporta que el nivel en el que se inscribió es primaria,06B00301,,,,
2023-09-28,3126.0,14.0,6.0,17693.0,28.0,13.0,28.0,4.0,6,B,5,Verifique sección B pregunta 5. No se inscribió en algún plantel educativo y reporta nivel y grado inscrito,06B00501,,,,
2023-09-28,3093.0,14.0,6.0,17693.0,95.0,48.0,5.0,3.0,6,B,17,Verifique sección B pregunta 17. No compró cuadernos y detalla la manera en la que los obtuvo,06B01701,,,,
2023-09-28,3072.0,7.0,5.0,9488.0,184.0,125.0,9.0,2.0,6,B,19,Verifique sección B pregunta 19. Indica que no paga por el transporte para asistir al plantel educativo y detalla monto,06B01904,,,,
2023-09-28,3033.0,13.0,2.0,15733.0,31.0,21.0,2.0,5.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,,,,
2023-09-28,3091.0,6.0,11.0,9160.0,36.0,29.0,2.0,3.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,,,,
2023-09-28,3091.0,6.0,11.0,9160.0,36.0,29.0,2.0,4.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,,,,
2023-09-28,3066.0,15.0,7.0,19265.0,84.0,59.0,7.0,5.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,,,,
2023-09-28,3066.0,15.0,7.0,19265.0,72.0,50.0,6.0,6.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,,,,
2023-09-28,3145.0,21.0,2.0,24468.0,106.0,89.0,6.0,1.0,6,B,23,Verifique sección B pregunta 23. Indica que no dejó de asistir por abandono y contiene valores en preguntas 24 y 25,06B02302,,,,
2023-09-28,3145.0,21.0,2.0,24468.0,106.0,89.0,6.0,1.0,6,B,25,Verifique sección B pregunta 25. Indica inscripción en el presente año escolar y en este campo indica razón por la que no está inscrito,06B02501,,,,
2023-09-28,3026.0,18.0,4.0,22759.0,108.0,64.0,6.0,12.0,6,B,26,Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria,06B02602,,,,
2023-09-28,3038.0,3.0,12.0,6267.0,99.0,77.0,7.0,2.0,6,B,26,Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria,06B02602,,,,
2023-09-28,3087.0,18.0,4.0,22759.0,7.0,3.0,1.0,11.0,6,B,26,Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria,06B02602,,,,
2023-09-28,3050.0,3.0,16.0,6367.0,47.0,40.0,3.0,1.0,6,B,26,Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el nivel educativo de primaria e indica haber aprobado el nivel igual o mayor a primaria,06B02602,,,,
2023-09-28,3031.0,10.0,14.0,12803.0,203.0,224.0,6.0,3.0,6,B,26,"Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el primer grado de básico e indica haber aprobado el nivel de básico, diversificado y superior",06B02603,,,,
2023-09-28,3110.0,13.0,1.0,15445.0,41.0,27.0,2.0,2.0,6,B,26,"Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el primer grado de básico e indica haber aprobado el nivel de básico, diversificado y superior",06B02603,,,,
2023-09-28,3074.0,9.0,17.0,11694.0,35.0,27.0,3.0,3.0,6,B,26,"Verifique sección B pregunta 26. Indica que nunca se ha inscrito en el primer grado de básico e indica haber aprobado el nivel de básico, diversificado y superior",06B02603,,,,
2023-09-28,3084.0,14.0,1.0,17324.0,191.0,139.0,9.0,2.0,6,B,26,"Verifique sección B pregunta 26. Valor diferente a los rangos de grado para primaria, básico y divesificado",06B02608,,,,
2023-09-28,3017.0,6.0,2.0,8734.0,206.0,166.0,1.0,4.0,6,B,27,Verifique sección B pregunta 27. Indica no tener un título o diploma y registró respuesta a pregunta 28A,06B02702,,,,
2023-09-28,3011.0,4.0,7.0,6966.0,35.0,26.0,2.0,2.0,6,B,27,Verifique sección B pregunta 27. Indica que no aprobó ningún nivel y grado escolar y reporta título o diploma,06B02703,,,,
2023-09-28,3039.0,1.0,38.0,5267.0,76.0,105.0,6.0,1.0,6,B,27,Verifique sección B pregunta 27. Indica que no aprobó ningún nivel y grado escolar y reporta título o diploma,06B02703,,,,
2023-09-28,3130.0,14.0,1.0,17324.0,140.0,106.0,7.0,1.0,7,A,1,Indica que no asistió a un curso de capacitación pero proporcionó detalles del curso,07A00103,,,,
2023-09-28,3026.0,18.0,4.0,22759.0,61.0,39.0,4.0,3.0,8,A,2,"Indicó que ha vivido en el mismo lugar durante toda su vida, pero declaró que vivía en un lugar diferente en 2018.",08A00201,,,,
2023-09-28,3087.0,18.0,4.0,22759.0,42.0,27.0,3.0,2.0,8,A,2,"Indicó que nació en otro país, pero también declaró que ha vivido en el mismo lugar toda su vida.",08A00203,,,,
2023-09-28,3026.0,18.0,4.0,22759.0,61.0,39.0,4.0,3.0,8,A,3,La respuesta a años seguidos viviendo en ese lugar es toda la vida pero no hizo el salto a capítulo IX.,08A00301,,,,
2023-09-28,3026.0,18.0,4.0,22759.0,61.0,39.0,4.0,3.0,8,A,3,"El número de años viviendo en el lugar es menor a la cantidad de años desde 2018 hasta la fecha de la encuesta, pero indica que vivía en el mismo lugar en 2018.",08A00302,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,108.0,79.0,5.0,1.0,10,A,2,Indica que tuvo activiadad principal ,10A00201,,,,
2023-09-28,3042.0,13.0,2.0,15733.0,62.0,38.0,3.0,2.0,10,A,2,Indica que tuvo activiadad principal ,10A00201,,,,
2023-09-28,3132.0,2.0,5.0,5685.0,67.0,54.0,4.0,3.0,10,A,2,Indica que tuvo activiadad principal ,10A00201,,,,
2023-09-28,3043.0,7.0,5.0,9488.0,124.0,96.0,7.0,1.0,10,A,2,Indica que tuvo activiadad principal ,10A00201,,,,
2023-09-28,3109.0,4.0,1.0,6444.0,36.0,29.0,2.0,3.0,10,A,3,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A03 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00301,,,,
2023-09-28,3001.0,4.0,7.0,6966.0,14.0,12.0,1.0,2.0,10,A,3,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A03 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00301,,,,
2023-09-28,3132.0,2.0,5.0,5685.0,36.0,28.0,2.0,1.0,10,A,3,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A03 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00301,,,,
2023-09-28,3092.0,15.0,7.0,19265.0,113.0,76.0,9.0,1.0,10,A,3,Códigos que  no tenían que pasar,10A00312,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,108.0,79.0,5.0,1.0,10,A,3,Códigos que  no tenían que pasar,10A00312,,,,
2023-09-28,3042.0,13.0,2.0,15733.0,62.0,38.0,3.0,2.0,10,A,3,Códigos que  no tenían que pasar,10A00312,,,,
2023-09-28,3132.0,2.0,5.0,5685.0,67.0,54.0,4.0,3.0,10,A,3,Códigos que  no tenían que pasar,10A00312,,,,
2023-09-28,3043.0,7.0,5.0,9488.0,124.0,96.0,7.0,1.0,10,A,3,Códigos que  no tenían que pasar,10A00312,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,A,4,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A04 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00401,,,,
2023-09-28,3047.0,2.0,2.0,5542.0,246.0,154.0,8.0,1.0,10,A,4,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A04 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00401,,,,
2023-09-28,3109.0,4.0,1.0,6444.0,36.0,29.0,2.0,3.0,10,A,4,Debió pasar a sección C y tiene información en ¿qué hizo la semana pasada...,10A00403,,,,
2023-09-28,3001.0,4.0,7.0,6966.0,14.0,12.0,1.0,2.0,10,A,4,Debió pasar a sección C y tiene información en ¿qué hizo la semana pasada...,10A00403,,,,
2023-09-28,3132.0,2.0,5.0,5685.0,36.0,28.0,2.0,1.0,10,A,4,Debió pasar a sección C y tiene información en ¿qué hizo la semana pasada...,10A00403,,,,
2023-09-28,3127.0,4.0,1.0,6391.0,108.0,79.0,5.0,1.0,10,A,4,Valores perdidos en la variable,10A00413,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,A,5,Códigos que  no tenían que pasar,10A00518,,,,
2023-09-28,3047.0,2.0,2.0,5542.0,246.0,154.0,8.0,1.0,10,A,5,Códigos que  no tenían que pasar,10A00518,,,,
2023-09-28,3123.0,5.0,7.0,8119.0,7.0,4.0,1.0,5.0,10,A,6,No confirmó ausencia del trabajo (P10A06 = 2) pero proporcionó razón de la ausencia (P10A07 !es vacio o P10A07A !es vacio).,10A00603,,,,
2023-09-28,3123.0,5.0,7.0,8119.0,7.0,4.0,1.0,5.0,10,A,8,"Valores perdidos en la variable ""recibió salario, ganancia o ingreso durante el tiempo que se ausentó en el trabajo"" y debieron pasar según edad y saltos anteriores. ",10A00827,,,,
2023-09-28,3043.0,7.0,5.0,9488.0,124.0,96.0,7.0,1.0,10,B,5,"Debe haber información en razón principal de no hacer trámites, según pregunta buscó trabajo=2",10B00501,,,,
