ENCUESTADOR;DEPTO;MUPIO;SECTOR;ESTRUCTURA;VIVIENDA;HOGAR;CP;CAPITULO;SECCION;PREGUNTA;DEFINICION DE INCONSISTENCIA;CODIGO ERROR;COMENTARIOS;;
3057.0;11.0;9.0;13539.0;26.0;20.0;2.0;0.0;1;D;6;"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12";01D00602;;01D02603;1
3097.0;3.0;6.0;6100.0;137.0;89.0;6.0;0.0;1;D;6;"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12";01D00602;;01D02702;1
3068.0;18.0;5.0;22865.0;14.0;11.0;1.0;0.0;1;D;6;"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12";01D00602;;01D02901;1
3151.0;22.0;13.0;25540.0;70.0;55.0;3.0;0.0;1;D;9;El servicio de agua es privada o de comité, debe pagar una cuota determinada;01D00901;;01D03001;1
3161.0;20.0;3.0;23667.0;19.0;8.0;2.0;0.0;1;D;9;El servicio de agua es privada o de comité, debe pagar una cuota determinada;01D00901;;01D03103;3
3097.0;3.0;6.0;6100.0;137.0;89.0;6.0;0.0;1;D;9;El servicio de agua es privada o de comité, debe pagar una cuota determinada;01D00901;;01D03104;4
3020.0;1.0;24.0;1968.0;128.0;102.0;7.0;0.0;1;D;9;El servicio de agua es privada o de comité, debe pagar una cuota determinada;01D00901;;01D03201;7
3068.0;18.0;5.0;22865.0;14.0;11.0;1.0;0.0;1;D;9;El servicio de agua es privada o de comité, debe pagar una cuota determinada;01D00901;;01D03202;7
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;0.0;1;D;12;Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14;01D01201;;01D03301;1
3086.0;1.0;36.0;4914.0;9.0;7.0;1.0;0.0;1;D;17;Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes;01D01701;;01D03401;1
3068.0;18.0;5.0;22865.0;114.0;70.0;8.0;0.0;1;D;17;Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes;01D01701;;01I00401;2
3059.0;7.0;19.0;9923.0;75.0;46.0;6.0;0.0;1;D;17;Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes;01D01701;;01J10104;9
3059.0;7.0;19.0;9923.0;75.0;46.0;6.0;0.0;1;D;17;Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes;01D01701;;01J20104;4
3087.0;18.0;1.0;22276.0;27.0;19.0;1.0;0.0;1;D;17;Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes;01D01701;;01J30104;4
3029.0;1.0;24.0;2027.0;24.0;22.0;1.0;0.0;1;D;20;Indico que el hogar si tiene telefono fijo y no reporta cuanto pago;01D02002;;01J40104;4
3018.0;18.0;1.0;22323.0;33.0;24.0;2.0;0.0;1;D;20;Indico que el hogar si tiene telefono fijo y no reporta cuanto pago;01D02002;;02A00701;6
3091.0;22.0;15.0;25643.0;214.0;132.0;8.0;0.0;1;D;20;Indico que el hogar si tiene telefono fijo y no reporta cuanto pago;01D02002;;02B00301;1
3103.0;6.0;4.0;8811.0;29.0;22.0;2.0;0.0;1;D;22;Si la respuesta esta un rango de (3:7,98) la siguiente pregunta no es vacia;01D02201;;02B00401;1
3084.0;14.0;13.0;18253.0;100.0;61.0;5.0;0.0;1;D;26;"Se indico ""00"" en la pregunta P01D25 y P01D26 no es vacia";01D02603;;02B00501;1
3032.0;1.0;29.0;2656.0;149.0;146.0;9.0;0.0;1;D;27;"Se indico ""00"" en la pregunta P01D25 y P01D27 no es vacio";01D02702;;04A00101;2
3084.0;14.0;13.0;18253.0;11.0;9.0;1.0;0.0;1;D;29;"Se indico ""No"" en la pregunta P01D28 y P01D29 no es vacia";01D02901;;04A00201;1
3084.0;14.0;13.0;18253.0;11.0;9.0;1.0;0.0;1;D;30;"Se indico ""No"" en la pregunta P01D28 y P01D30 no es vacia";01D03001;;04A00301;1
3026.0;18.0;3.0;22531.0;83.0;67.0;4.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia";01D03103;;04A00401;2
3026.0;18.0;3.0;22531.0;106.0;86.0;5.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia";01D03103;;04A00501;3
3007.0;9.0;2.0;11057.0;210.0;90.0;9.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia";01D03103;;04A00701;2
3026.0;18.0;3.0;22531.0;33.0;30.0;2.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia";01D03104;;04A00902;2
3057.0;11.0;9.0;13539.0;51.0;35.0;3.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia";01D03104;;04A01101;3
3074.0;12.0;12.0;14491.0;71.0;54.0;1.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia";01D03104;;04A01201;1
3026.0;18.0;1.0;22323.0;144.0;120.0;8.0;0.0;1;D;31;"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia";01D03104;;04A01203;2
3026.0;18.0;3.0;22531.0;33.0;30.0;2.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;04A01301;1
3026.0;18.0;3.0;22531.0;83.0;67.0;4.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05A00403;1
3026.0;18.0;3.0;22531.0;106.0;86.0;5.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05B00302;1
3057.0;11.0;9.0;13539.0;51.0;35.0;3.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05D00102;8
3074.0;12.0;12.0;14491.0;71.0;54.0;1.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05D00201;2
3026.0;18.0;1.0;22323.0;144.0;120.0;8.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05D00203;21
3007.0;9.0;2.0;11057.0;210.0;90.0;9.0;0.0;1;D;32;Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña;01D03201;;05D00301;5
3026.0;18.0;3.0;22531.0;33.0;30.0;2.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00303;1
3026.0;18.0;3.0;22531.0;83.0;67.0;4.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00304;5
3026.0;18.0;3.0;22531.0;106.0;86.0;5.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00401;2
3057.0;11.0;9.0;13539.0;51.0;35.0;3.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00402;1
3074.0;12.0;12.0;14491.0;71.0;54.0;1.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00403;2
3026.0;18.0;1.0;22323.0;144.0;120.0;8.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00405;2
3007.0;9.0;2.0;11057.0;210.0;90.0;9.0;0.0;1;D;32;Si la leña está a una distancia cero, no necesita un medio para transportarla;01D03202;;05D00603;1
3084.0;14.0;13.0;18253.0;11.0;9.0;1.0;0.0;1;D;33;Si indico que NO uso leña el mes pasado y responde si hay o no una chimenea o escape de humo;01D03301;;05D00802;1
3084.0;14.0;13.0;18253.0;11.0;9.0;1.0;0.0;1;D;34;"Se indico ""No"" en la pregunta P01D28 y P01D34 no es vacia";01D03401;;05D01702;1
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;0.0;1;I;4;"Verifique seccion: I, pregunta: 4. El valor asignado en la respuesta de la pregunta ""en que año se fue"" es menor de 2018 o se asigno un valor distinto de 00";01I00401;;05D01703;1
3150.0;21.0;6.0;24686.0;106.0;73.0;6.0;0.0;1;I;4;"Verifique seccion: I, pregunta: 4. El valor asignado en la respuesta de la pregunta ""en que año se fue"" es menor de 2018 o se asigno un valor distinto de 00";01I00401;;05D01804;1
3060.0;12.0;1.0;13569.0;185.0;94.0;1.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06A00204;1
3152.0;19.0;1.0;23052.0;54.0;36.0;1.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06A00206;1
3110.0;13.0;11.0;16336.0;8.0;7.0;1.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B00101;4
3084.0;14.0;13.0;18253.0;100.0;61.0;5.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B00201;2
3105.0;12.0;12.0;14491.0;194.0;134.0;7.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B00202;2
3015.0;14.0;13.0;18253.0;35.0;22.0;2.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B00301;2
3124.0;2.0;1.0;5490.0;79.0;38.0;3.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B00501;5
3037.0;3.0;1.0;5907.0;94.0;67.0;6.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B01101;1
3148.0;3.0;6.0;6100.0;6.0;2.0;1.0;0.0;1;J1;1;"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos en uno de los articulos y tiene informacion en una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J10104;;06B01402;1
3105.0;12.0;12.0;14491.0;194.0;134.0;7.0;0.0;1;J2;1;"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J20104;;06B01602;3
3018.0;18.0;1.0;22323.0;96.0;72.0;5.0;0.0;1;J2;1;"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J20104;;06B01701;4
3056.0;1.0;18.0;1394.0;17.0;15.0;1.0;0.0;1;J2;1;"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J20104;;06B02101;11
3044.0;1.0;36.0;4914.0;101.0;112.0;6.0;0.0;1;J2;1;"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J20104;;06B02302;2
3067.0;17.0;5.0;21433.0;90.0;63.0;4.0;0.0;1;J3;1;"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J30104;;06B02402;2
3086.0;1.0;37.0;5025.0;51.0;52.0;3.0;0.0;1;J3;1;"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J30104;;06B02501;3
3028.0;2.0;1.0;5514.0;61.0;51.0;4.0;0.0;1;J3;1;"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J30104;;06B02602;4
3056.0;1.0;18.0;1394.0;17.0;15.0;1.0;0.0;1;J3;1;"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J30104;;06B02607;1
3041.0;1.0;29.0;2811.0;151.0;153.0;8.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;06B02608;4
3015.0;14.0;13.0;18253.0;35.0;22.0;2.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;06B02702;3
3080.0;13.0;9.0;16201.0;14.0;9.0;1.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;07A00103;1
3091.0;22.0;15.0;25643.0;130.0;78.0;5.0;0.0;1;J4;1;"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.";01J40104;;08A00201;13
3135.0;3.0;1.0;5845.0;28.0;25.0;2.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;08A00203;1
3029.0;1.0;24.0;2027.0;100.0;70.0;3.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;08A00301;13
3030.0;1.0;28.0;2457.0;103.0;98.0;6.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;08A00302;13
3124.0;2.0;1.0;5490.0;46.0;23.0;2.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09A00101;2
3102.0;1.0;30.0;3369.0;20.0;21.0;2.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09B00101;2
3087.0;18.0;1.0;22276.0;27.0;19.0;1.0;0.0;2;A;7;Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia;02A00701;;09C00101;3
3150.0;21.0;6.0;24686.0;194.0;123.0;10.0;0.0;2;B;3;Si la respuesta fue 2, y las  pregunta 03B, 03C, 03D, 03E, 03F, 03G no tienen informacion;02B00301;;09G00104;14
3150.0;21.0;6.0;24686.0;194.0;123.0;10.0;0.0;2;B;4;Si la respueta fue 1, la siguientes variables tienen informacion;02B00401;;09H00101;2
3052.0;13.0;20.0;16805.0;116.0;68.0;6.0;0.0;2;B;5;Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion;02B00501;;09I00101;2
3028.0;2.0;1.0;5514.0;207.0;151.0;10.0;;4;A;1;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00101;;10A00201;6
3044.0;1.0;36.0;4914.0;23.0;28.0;2.0;;4;A;1;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00101;;10A00203;2
3021.0;4.0;4.0;6710.0;75.0;55.0;7.0;2.0;4;A;2;Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1;04A00201;;10A00301;4
3021.0;4.0;4.0;6710.0;75.0;55.0;7.0;2.0;4;A;3;Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1;04A00301;;10A00312;6
3028.0;2.0;1.0;5514.0;207.0;151.0;10.0;;4;A;4;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00401;;10A00401;3
3044.0;1.0;36.0;4914.0;23.0;28.0;2.0;;4;A;4;"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2";04A00401;;10A00403;4
3029.0;1.0;24.0;2027.0;100.0;70.0;3.0;3.0;4;A;5;Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4;04A00501;;10B00501;2
3042.0;13.0;25.0;16972.0;80.0;33.0;3.0;3.0;4;A;5;Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4;04A00501;;10B00701;1
3042.0;13.0;25.0;16972.0;80.0;33.0;3.0;3.0;4;A;5;Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4;04A00501;;10B00802;3
3028.0;2.0;1.0;5514.0;207.0;151.0;10.0;;4;A;7;Responder un pueblo de origen fuera de rango diferente de 1 hasta 6;04A00701;;10B00901;3
3044.0;1.0;36.0;4914.0;23.0;28.0;2.0;;4;A;7;Responder un pueblo de origen fuera de rango diferente de 1 hasta 6;04A00701;;10B00903;1
3013.0;14.0;13.0;18161.0;180.0;119.0;8.0;2.0;4;A;9;"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados";04A00902;;10B01001;1
3013.0;14.0;13.0;18161.0;180.0;119.0;8.0;9.0;4;A;9;"Responder ""SI o NO"" si se utiliza vestimenta maya, garífuna, afrodescendiente o xinka, si el pueblo NO corresponde a los ya mencionados";04A00902;;10B01101;4
3160.0;19.0;9.0;23395.0;25.0;22.0;2.0;3.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad;04A01101;;10B01102;4
3020.0;1.0;24.0;1968.0;128.0;102.0;7.0;4.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad;04A01101;;10B01103;4
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;4;A;11;Pregunta que otro idioma habla cuando en el idioma materno tiene una discapacidad;04A01101;;10B01104;4
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;4;A;12;Pregunta que idioma habla con mas frecuencia cuando en el idioma materno tiene una discapacidad;04A01201;;10B01105;4
3026.0;18.0;3.0;22531.0;14.0;11.0;1.0;4.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10B01106;4
3093.0;14.0;2.0;17456.0;50.0;34.0;3.0;5.0;4;A;12;Se respondió a la pregunta de que idioma habla con mas frecuencia cuando solo habla un idioma (ningún otro idioma);04A01203;;10B01107;4
3081.0;8.0;6.0;10615.0;139.0;95.0;10.0;5.0;4;A;13;Se respondio a la pregunta con quien aprendio a hablar el idioma que mas habla cuando se tiene una discapacidad para hablar;04A01301;;10B01108;4
3084.0;14.0;13.0;18253.0;144.0;87.0;7.0;4.0;5;A;4;Verifique Sección A Pregunta 4. Reportó respuesta a la pregunta de cual fue la razón principal por la que dejó de darle pecho,  pero en la pregunta 3 respondío que todavía le esta dando pecho. Tuvo que haber hecho un salto de la pregunta 3 a la pregunta 5.;05A00403;;10B01109;4
3041.0;1.0;29.0;2811.0;151.0;153.0;8.0;6.0;5;B;3;Verifique Sección B Pregunta 3. Respondió la cantidad de dosis que recibió de la vacuna Pentavalente cuando en la pregunta anterior respondió que no recibió la vacuna. ;05B00302;;10B01110;4
