ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPÍTULO,SECCIÓN,PREGUNTA,DEFINICIÓN DE INCONSISTENCIA,CÓDIGO ERROR,COMENTARIOS
3111.0,7.0,10.0,9749.0,91.0,66.0,5.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3081.0,9.0,1.0,10738.0,168.0,130.0,10.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3081.0,9.0,1.0,10738.0,136.0,104.0,8.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3087.0,19.0,7.0,23319.0,172.0,139.0,10.0,0.0,1,D,22,"Si la respuesta esta un rango de (3:7,98) la siguiente pregunta no es vacia",01D02201,
3033.0,13.0,24.0,16935.0,68.0,45.0,3.0,0.0,1,D,22,"Si la respuesta esta un rango de (3:7,98) la siguiente pregunta no es vacia",01D02201,
3033.0,13.0,24.0,16935.0,68.0,45.0,3.0,0.0,1,D,23,Si la respues es SI y no ingresa cuanto pago (es vacio),01D02301,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
3116.0,19.0,7.0,23344.0,142.0,93.0,7.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
3056.0,2.0,8.0,5815.0,228.0,193.0,10.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3128.0,16.0,1.0,19549.0,121.0,92.0,1.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3116.0,19.0,7.0,23344.0,142.0,93.0,7.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3056.0,2.0,8.0,5815.0,209.0,173.0,9.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3128.0,16.0,1.0,19549.0,121.0,92.0,1.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3116.0,19.0,7.0,23344.0,142.0,93.0,7.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3056.0,2.0,8.0,5815.0,228.0,193.0,10.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3056.0,2.0,8.0,5815.0,209.0,173.0,9.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3128.0,16.0,1.0,19549.0,121.0,92.0,1.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3116.0,19.0,7.0,23344.0,142.0,93.0,7.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3056.0,2.0,8.0,5815.0,228.0,193.0,10.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3056.0,2.0,8.0,5815.0,209.0,173.0,9.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3034.0,19.0,4.0,23172.0,2.0,2.0,1.0,0.0,1,I,1,"Verifique seccion: I, pregunta: 1. Indica ""no"" a ""alguna persona que vivia en este hogar, vive actualmente en otro pais"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: sexo, que edad tenia al irse,  en que año se fue, en que pais se encuentra actualmente, codigo del pais.",01I00105,
3082.0,15.0,5.0,19197.0,81.0,47.0,5.0,0.0,1,I,1,"Verifique seccion: I, pregunta: 1. Indica ""no"" a ""alguna persona que vivia en este hogar, vive actualmente en otro pais"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: sexo, que edad tenia al irse,  en que año se fue, en que pais se encuentra actualmente, codigo del pais.",01I00105,
3092.0,15.0,5.0,19110.0,39.0,25.0,4.0,0.0,1,I,4,"Verifique seccion: I, pregunta: 4. El valor asignado en la respuesta de la pregunta ""en que año se fue"" es menor de 2018 o se asigno un valor distinto de 00",01I00401,
3023.0,4.0,7.0,6951.0,102.0,82.0,5.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3145.0,22.0,5.0,25199.0,77.0,62.0,4.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3108.0,17.0,9.0,21817.0,10.0,7.0,1.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3026.0,18.0,1.0,22248.0,172.0,132.0,7.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3013.0,8.0,3.0,10361.0,41.0,30.0,3.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3099.0,16.0,1.0,19350.0,149.0,118.0,7.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3121.0,5.0,1.0,7542.0,119.0,92.0,7.0,0.0,1,J1,1,"Verifique seccion: J1, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J10104,
3022.0,1.0,6.0,395.0,110.0,122.0,7.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3037.0,3.0,9.0,6176.0,259.0,211.0,7.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3003.0,5.0,1.0,7542.0,154.0,119.0,9.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3069.0,10.0,1.0,12181.0,166.0,126.0,7.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3052.0,13.0,4.0,15835.0,33.0,13.0,8.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3145.0,22.0,5.0,25199.0,14.0,13.0,1.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3135.0,3.0,9.0,6176.0,145.0,112.0,4.0,0.0,1,J2,1,"Verifique seccion: J2, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J20104,
3085.0,4.0,3.0,6593.0,72.0,54.0,5.0,0.0,1,J3,1,"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J30104,
3134.0,12.0,22.0,15173.0,83.0,70.0,3.0,0.0,1,J3,1,"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J30104,
3035.0,1.0,36.0,4723.0,5.0,10.0,1.0,0.0,1,J3,1,"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J30104,
3025.0,20.0,1.0,23534.0,103.0,70.0,4.0,0.0,1,J3,1,"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J30104,
3117.0,10.0,2.0,12314.0,32.0,29.0,2.0,0.0,1,J3,1,"Verifique seccion: J3, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J30104,
3001.0,4.0,7.0,6951.0,49.0,41.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3128.0,16.0,1.0,19549.0,61.0,46.0,1.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3023.0,4.0,7.0,6951.0,2.0,1.0,1.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3028.0,14.0,12.0,18084.0,64.0,38.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3028.0,14.0,12.0,18084.0,64.0,38.0,3.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3003.0,5.0,1.0,7542.0,154.0,119.0,9.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3046.0,5.0,1.0,7476.0,92.0,84.0,5.0,0.0,1,J4,1,"Verifique seccion: J4, pregunta: 1. Indica ""no"" a ""El hogar posee, tiene o cuenta con"" y se asigno un valor en la respuesta de al menos una de las siguentes preguntas: ¿Cuántos(as) (...) tiene este hogar?, ¿Cuántos años tiene el/la (...)?, ¿El artículo adquirido era:, Si fuera a vender el/la (...) el día de hoy, ¿en cuánto lo vendería?.",01J40104,
3032.0,1.0,32.0,3780.0,39.0,28.0,2.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A05 o P02A05A",02A00105,
3032.0,1.0,32.0,3780.0,39.0,28.0,2.0,0.0,2,A,1,"La respuesta a que si la persona fue victima de violencia es ""NO"" y tiene información en P02A04 o P02A04B",02A00107,
3034.0,19.0,4.0,23172.0,50.0,27.0,3.0,0.0,2,A,4,"Indica que el especifique de la pregunta: donde se encontraba cuando fue victima de violencia contiene información (no es vacio), y el lugar es diferente del codigo 98",02A00403,
3075.0,11.0,6.0,13329.0,156.0,136.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3126.0,5.0,13.0,8475.0,156.0,124.0,10.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3050.0,3.0,2.0,5953.0,89.0,107.0,5.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3046.0,5.0,1.0,7476.0,152.0,146.0,9.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3037.0,3.0,9.0,6176.0,259.0,211.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3037.0,3.0,9.0,6176.0,259.0,211.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3076.0,3.0,8.0,6164.0,66.0,49.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3069.0,10.0,1.0,12181.0,193.0,147.0,6.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3051.0,20.0,1.0,23590.0,137.0,99.0,7.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3137.0,10.0,1.0,12181.0,89.0,63.0,5.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3081.0,9.0,1.0,10738.0,136.0,104.0,8.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3114.0,5.0,1.0,7412.0,179.0,144.0,10.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3034.0,19.0,4.0,23172.0,50.0,27.0,3.0,0.0,2,A,7,Las respuestas fueron de la 2-98 y si hay información en pregunta razón principal de no presentar denuncia,02A00701,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3079.0,9.0,1.0,10952.0,148.0,100.0,3.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3038.0,3.0,8.0,6164.0,163.0,133.0,8.0,,4,A,1,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00101,
3023.0,4.0,7.0,6951.0,125.0,103.0,6.0,4.0,4,A,2,Responder nivel educativo del padre cuando la respuesta sea SI en la pregunta 1,04A00201,
3023.0,4.0,7.0,6951.0,125.0,103.0,6.0,4.0,4,A,3,Responder cualquier idioma que habla el padre cuando la respuesta sea SI en la pregunta 1,04A00301,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3079.0,9.0,1.0,10952.0,148.0,100.0,3.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3038.0,3.0,8.0,6164.0,163.0,133.0,8.0,,4,A,4,"La respuesta esta fuera de rango, y no hay una respuesta ""si"" o ""no"" es decir diferente de 1 y 2",04A00401,
3089.0,9.0,24.0,12093.0,178.0,79.0,3.0,4.0,4,A,5,Responder nivel educativo de la madre cuando la respuesta sea SI en la pregunta 4,04A00501,
3060.0,12.0,7.0,14180.0,6.0,5.0,2.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3106.0,3.0,2.0,5932.0,23.0,23.0,2.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
3079.0,9.0,1.0,10952.0,148.0,100.0,3.0,,4,A,7,Responder un pueblo de origen fuera de rango diferente de 1 hasta 6,04A00701,
