ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3026.0,18.0,3.0,22531.0,33.0,30.0,2.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3026.0,18.0,1.0,22323.0,144.0,120.0,8.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3026.0,18.0,1.0,22323.0,128.0,104.0,7.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3074.0,9.0,11.0,11437.0,168.0,113.0,6.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3074.0,12.0,12.0,14491.0,222.0,154.0,4.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
3057.0,11.0,9.0,13539.0,51.0,35.0,3.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3007.0,9.0,2.0,11057.0,210.0,90.0,9.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3079.0,8.0,8.0,10720.0,121.0,63.0,8.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3094.0,17.0,11.0,22042.0,155.0,95.0,7.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3057.0,11.0,9.0,13539.0,206.0,140.0,10.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3106.0,17.0,4.0,21350.0,72.0,52.0,5.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3074.0,12.0,12.0,14491.0,249.0,174.0,3.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3057.0,11.0,9.0,13539.0,187.0,125.0,9.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3059.0,7.0,19.0,9923.0,107.0,70.0,9.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3026.0,18.0,3.0,22531.0,33.0,30.0,2.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3026.0,18.0,1.0,22323.0,144.0,120.0,8.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3026.0,18.0,1.0,22323.0,128.0,104.0,7.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3074.0,9.0,11.0,11437.0,168.0,113.0,6.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3074.0,12.0,12.0,14491.0,222.0,154.0,4.0,0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
3084.0,14.0,13.0,18253.0,11.0,9.0,1.0,0,1,D,33,Si indico que NO uso leña el mes pasado y responde si hay o no una chimenea o escape de humo,01D03301,
3084.0,14.0,13.0,18253.0,11.0,9.0,1.0,0,1,D,34,"Se indico ""No"" en la pregunta P01D28 y P01D34 no es vacia",01D03401,
